"","Username","Print Job Description","Date","Pages","Cost","Bal."
"","finn9028","Deposit: automatic term increase: 201620","12/14/16 1:05 PM","0","12.50","56.60"
"","finn9028","JAMM 100 Final Study Guide","12/13/16 2:52 PM","2","-0.10","44.10"
"","finn9028","Untitled","12/13/16 2:02 PM","1","-0.05","44.20"
"","finn9028","Amazon.com - Your Textbook Rentals","12/12/16 3:50 PM","2","-0.10","44.25"
"","finn9028","ResearchPaperTribalWaterRights.pdf","12/7/16 12:01 PM","5","-0.25","44.35"
"","finn9028","Microsoft Word - Exam 4 Review; Chem 111H; 2014","11/27/16 11:54 PM","5","-0.25","44.60"
"","finn9028","SalmonResponsePaper.pdf","11/16/16 11:47 AM","2","-0.10","44.85"
"","finn9028","ACFrOgAbv4P1wDcXhaqaQ6166X-svhojfbdEdNGL58OHqgTUoDIj_ehRlBmj2xj9kCl0cgpOQjEnn4p1uroGlKwbtaUG9YvFn2e3YnRwWVa1j1aIT61T3bRKuAganm4=","11/16/16 11:24 AM","1","-0.05","44.95"
"","finn9028","science.aaf3091.full.pdf","11/14/16 10:16 PM","2","-0.10","45.00"
"","finn9028","Salmon7.pdf","11/14/16 11:34 AM","1","-0.05","45.10"
"","finn9028","Salmon6.pdf","11/9/16 2:30 PM","1","-0.05","45.15"
"","finn9028","Salmon6.pdf","11/9/16 11:57 AM","1","-0.05","45.20"
"","finn9028","Salmon6.pdf","11/9/16 11:56 AM","1","-0.05","45.25"
"","finn9028","A Greener Approach for Measuring Colligative Properties CHEM 101 UI.pdf","11/8/16 7:43 PM","4","-0.20","45.30"
"","finn9028","Salmon5.pdf","11/7/16 11:26 AM","1","-0.05","45.50"
"","finn9028","MemorialGym.pdf","11/4/16 11:56 AM","1","-0.05","45.55"
"","finn9028","sampleBallot1116.pdf","11/1/16 10:53 PM","6","-0.30","45.60"
"","finn9028","ESFP","10/31/16 12:12 PM","2","-0.10","45.90"
"","finn9028","Salmon3.pdf","10/31/16 12:10 PM","1","-0.05","46.00"
"","finn9028","Microsoft Word - Chem 111H; Exam 3; Fall 2012","10/26/16 2:22 AM","2","-0.10","46.05"
"","finn9028","Microsoft Word - Chem 111H exam 3; 2010(1)","10/26/16 2:21 AM","2","-0.10","46.15"
"","finn9028","Microsoft Word - Chem 111H; exam 3; fall 2011","10/26/16 2:20 AM","2","-0.10","46.25"
"","finn9028","Microsoft Word - Chem 111H; exam 3; fall 2014","10/26/16 2:19 AM","2","-0.10","46.35"
"","finn9028","Salmon2.pdf","10/26/16 1:59 AM","1","-0.05","46.45"
"","finn9028","LFinneyOutlineReferences.pdf","10/25/16 4:28 PM","2","-0.10","46.50"
"","finn9028","Opposing Viewpoints in Context- Print","10/24/16 4:44 PM","1","-0.05","46.60"
"","finn9028","ContentServer.asp.pdf","10/24/16 4:18 PM","7","-0.35","46.65"
"","finn9028","ACFrOgBShDKckFG2e-P0W6HqFrmetJ4CA-qzUhQ-YbxqVBtLRVMj7Em7iA6xHdWeYxt98DRJAmmeTP4UA6RBktc5vCehy59zrPSVRg6MladsLCguwLwXw-7gJh3q83w=","10/23/16 5:59 PM","1","-0.05","47.00"
"","finn9028","Untitled","10/21/16 2:15 PM","4","-0.20","47.05"
"","finn9028","Inbox ? loganfinney27@gmail.com","10/21/16 1:53 PM","1","-0.05","47.25"
"","finn9028","RiverSong194-252.pdf","10/21/16 1:50 PM","1","-0.05","47.30"
"","finn9028","Untitled","10/20/16 9:37 PM","1","-0.05","47.35"
"","finn9028","Midtermnarrative.pdf","10/19/16 2:17 PM","1","-0.05","47.40"
"","finn9028","Untitleddocument.pdf","10/17/16 2:25 PM","1","-0.05","47.45"
"","finn9028","The Preface","10/16/16 1:01 PM","1","-0.05","47.50"
"","finn9028","RiverSong63-108.pdf","10/12/16 11:21 AM","1","-0.05","47.55"
"","finn9028","Untitled","10/12/16 12:03 AM","1","-0.05","47.60"
"","finn9028","OctopusResponsePaper.pdf","10/10/16 12:23 PM","3","-0.15","47.65"
"","finn9028","OctopusResponsePaper.pdf","10/10/16 12:23 PM","5","-0.25","47.80"
"","finn9028","RiverSong1-62.pdf","10/9/16 6:00 PM","1","-0.05","48.05"
"","finn9028","New Geo 9","10/7/16 11:43 AM","1","-0.05","48.10"
"","finn9028","harambe","10/5/16 10:49 PM","4","-0.20","48.15"
"","finn9028","drink to forget","10/4/16 12:38 PM","1","-0.05","48.35"
"","finn9028","Copper.pdf","10/4/16 12:38 PM","2","-0.10","48.40"
"","finn9028","Chem 111H; exam 2 review; 2014","10/2/16 4:54 PM","3","-0.15","48.50"
"","finn9028","NewGeoCh9-2.pdf","9/28/16 11:30 AM","1","-0.05","48.65"
"","finn9028","NewGeoCh9-2.pdf","9/28/16 11:29 AM","1","-0.05","48.70"
"","finn9028","Untitled","9/26/16 9:36 PM","5","-0.25","48.75"
"","finn9028","NewGeoch7.pdf","9/26/16 11:40 AM","1","-0.05","49.00"
"","finn9028","NewGeoch7.pdf","9/26/16 11:39 AM","1","-0.05","49.05"
"","finn9028","NewGeoch7.pdf","9/26/16 11:37 AM","1","-0.05","49.10"
"","finn9028","WesternAutobiography-2.pdf","9/23/16 10:15 AM","2","-0.10","49.15"
"","finn9028","NewGeoCh6.pdf","9/23/16 10:14 AM","1","-0.05","49.25"
"","finn9028","WesternAutobiography.pdf","9/23/16 10:14 AM","4","-0.20","49.30"
"","finn9028","Untitled","9/23/16 12:14 AM","2","-0.10","49.50"
"","finn9028","Chemistry Fundamentals Exam Fall 2005 version4a","9/22/16 9:04 PM","2","-0.10","49.60"
"","finn9028","Untitled","9/21/16 11:54 AM","2","-0.10","49.70"
"","finn9028","Nww4-3.pdf","9/14/16 2:27 PM","1","-0.05","49.80"
"","finn9028","nww3.pdf","9/12/16 12:19 PM","1","-0.05","49.85"
"","finn9028","New Geo Ch 1 & 2","9/9/16 2:29 PM","1","-0.05","49.90"
"","finn9028","Response Paper- Wind River","9/9/16 2:29 PM","3","-0.15","49.95"
"","finn9028","Fall 2016 NWW calendar-1-30-2","8/30/16 11:19 PM","1","-0.05","50.10"
"","finn9028","seyNRx-Argonaut-Staff-Application.pdf","8/30/16 11:18 PM","1","-0.05","50.15"
"","finn9028","Measurement%201.pdf","8/29/16 12:00 PM","2","-0.10","50.20"
"","finn9028","Psych day 1","8/26/16 11:55 AM","2","-0.10","50.30"
"","finn9028","16fintropsycsyllabus%20honors.pd.pdf","8/24/16 11:56 AM","2","-0.10","50.40"
"","finn9028","Show 1 23-32.pdf","8/24/16 11:38 AM","1","-0.05","50.50"
"","finn9028","Fall Down Vandals.pdf","8/24/16 11:38 AM","1","-0.05","50.55"
"","finn9028","Show 1 1-10.pdf","8/24/16 11:38 AM","1","-0.05","50.60"
"","finn9028","Pregame.pdf","8/24/16 11:38 AM","2","-0.10","50.65"
"","finn9028","Show 1 11-22.pdf","8/24/16 11:38 AM","1","-0.05","50.75"
"","finn9028","Microsoft Word - Fall 2016 NWW syllabus","8/24/16 11:37 AM","4","-0.20","50.80"
"","finn9028","Deposit: automatic term increase: 201610","7/25/16 1:05 PM","0","12.50","51.00"
"","finn9028","Deposit: UIdaho Bound","3/31/16 9:52 AM","0","1.00","38.50"
"","finn9028","Deposit: automatic term increase: 201520","2/17/16 1:01 PM","0","12.50","37.50"
"","finn9028","Deposit: automatic term increase: 201510","9/23/15 6:00 PM","0","12.50","25.00"
"","finn9028","Deposit: automatic term increase","2/18/15 1:16 PM","0","12.50","12.50"
