"Start Time","End Time","Text","Layer ID"
"00;23;36;13","00;23;40;22","to see how they had laid out theircollections and how they displayed them,","1"
"00;23;40;22","00;23;45;06","and what was unique in those museumsthat he was visiting because he wanted","1"
"00;23;45;06","00;23;48;25","to bring that back here to Franklinand have it in this museum.","1"
"00;23;49;19","00;23;52;27","And at one point, the newspapers did claim","1"
"00;23;52;27","00;23;55;27","that this was one of the biggest museumsin the West.","1"
"00;23;55;27","00;23;59;06","And so he had gained, what his desire","1"
"00;23;59;06","00;24;02;08","was to make it, an amazing museum.","1"
"00;24;02;10","00;24;06;24","And we have artifactsthat a lot of museums you would not","1"
"00;24;07;01","00;24;11;05","believe were in here just because,like I said, he was a man of vision","1"
"00;24;11;05","00;24;15;07","and he could see the important itemsand was collecting them.","1"
"00;24;15;07","00;24;19;20","And during that time period, thethose events were happening in history.","1"
"00;24;20;09","00;24;24;05","Leah would like to go to the enjoyed goingand traveling to the world fairs.","1"
"00;24;24;19","00;24;28;09","And so he was a manthat like new inventions, his","1"
"00;24;29;02","00;24;32;14","he even brought oversome top hats from England","1"
"00;24;32;14","00;24;38;08","that his father and his unclehad wore at the first demonstration of the","1"
"00;24;39;09","00;24;40;22","train engines","1"
"00;24;40;22","00;24;43;14","that wereoperating in England at the time.","1"
"00;24;43;14","00;24;47;06","So before he immigrated, they wentand they saw that new invention","1"
"00;24;47;06","00;24;51;01","and how that would change life,with the steam engine.","1"
"00;24;51;01","00;24;54;25","And so he was he enjoyed, science","1"
"00;24;54;25","00;24;57;25","and learning about different thingsthat were happening.","1"
"00;24;57;27","00;25;00;13","So he would like tohe went to the world's fairs","1"
"00;25;00;13","00;25;03;13","and he would bring back artifactsfrom the World's Fair.","1"
"00;25;03;25","00;25;08;10","He went to the Panama Expo,and we have some artifacts from that expo","1"
"00;25;08;10","00;25;13;19","that he had brought back with,he also liked to see,","1"
"00;25;15;28","00;25;18;17","you know, whether in fact.","1"
"00;25;18;17","00;25;23;12","So he would he went to the San Franciscoearthquake and brought back artifacts","1"
"00;25;23;12","00;25;28;05","from there, the damage that it causedand the fire that took place.","1"
"00;25;28;05","00;25;34;06","And so we have artifacts from Californiathat depict that tragedy there.","1"
"00;25;34;06","00;25;38;24","And then he, went and picked upsome items.","1"
"00;25;38;29","00;25;41;29","There was a gentlemanthat was in the Spanish-American War,","1"
"00;25;42;08","00;25;45;08","and that came back from Fort to Franklin,","1"
"00;25;45;16","00;25;48;21","and he brought back artifacts from there.","1"
"00;25;48;21","00;25;53;26","And so he has them in the collectionhere, the battleship Maine.","1"
"00;25;53;28","00;25;56;28","He has a piece of thatthat he collected here.","1"
"00;25;57;17","00;26;02;07","And when they were goingto, tear down the USS Constitution,","1"
"00;26;02;25","00;26;05;29","he was right theremaking sure that when they were homing","1"
"00;26;06;00","00;26;08;16","some of those artifactsout to the museums,","1"
"00;26;08;16","00;26;11;16","he was there collectingand grabbing something from there.","1"
"00;26;11;16","00;26;12;28","So he was a man of vision","1"
"00;26;12;28","00;26;16;19","and something that he knewwould have importance in American history,","1"
"00;26;17;00","00;26;19;01","and something that needed to be preserved","1"
"00;26;19;01","00;26;23;12","for future generations so we could seethose important artifacts. And","1"
"00;26;23;12","00;26;28;08","so he he's made an amazing contributionthat he doesn't even realize today.","1"
"00;26;29;14","00;26;31;17","When I said Lorenzo had","1"
"00;26;31;17","00;26;35;23","been sent here, he was sent hereand replaced President Thomas.","1"
"00;26;35;23","00;26;40;03","And President Thomas, had been overseeingthe community until 1863.","1"
"00;26;40;13","00;26;43;13","And then he went over to Bear Lake area.","1"
"00;26;43;15","00;26;48;23","And one of the big thingsthat Lorenzo was tasked with was,","1"
"00;26;48;23","00;26;54;01","getting helping, setting up a sawmilland cutting lumber for the area.","1"
"00;26;54;01","00;26;57;28","And so BrighamYoung had purchased behind me","1"
"00;26;57;28","00;27;02;22","there's a stationary steam engineand he purchased that","1"
"00;27;02;26","00;27;07;06","in Saint Louis and had that go upthe Missouri River to Fort Bend, Montana.","1"
"00;27;07;19","00;27;11;20","It was brought back here,and it was set up in the canyon","1"
"00;27;11;20","00;27;16;06","to cut lumber for not some of the biggerbuildings in Salt Lake.","1"
"00;27;16;06","00;27;19;23","The tabernacle,the old tabernacle was sitting there.","1"
"00;27;19;23","00;27;24;23","I cut the lumber for that,and it cut some lumber for the season.","1"
"00;27;24;26","00;27;29;28","My, store and it sold sent the lumberdown there and was sold out of that store.","1"
"00;27;30;12","00;27;33;12","And then cut lumber here in the Valley.","1"
"00;27;33;26","00;27;37;19","And then it was sent over to Montpelierto cut lumber for the railroad.","1"
"00;27;37;19","00;27;38;15","Was there a lumber?","1"
"00;27;38;15","00;27;43;15","And the railroad started progressinginto Idaho Territory and further up and","1"
"00;27;43;28","00;27;49;06","and so it was it was a huge contributionbecause they had,","1"
"00;27;50;15","00;27;51;07","it helped us","1"
"00;27;51;07","00;27;54;17","build the areas upwith additional commerce.","1"
"00;27;55;27","00;27;59;04","Eventually the LDS church soldthat steam engine","1"
"00;27;59;06","00;28;04;02","to a private company, and they put it upin the canyon here above.","1"
"00;28;04;02","00;28;04;24","Frank, Clint.","1"
"00;28;04;24","00;28;07;16","And he had cut lumber for quite some time.","1"
"00;28;07;16","00;28;11;19","And then is sat because,","1"
"00;28;12;20","00;28;16;01","for a while, the gentleman that had that steam","1"
"00;28;16;01","00;28;19;01","engine, purchased it from the LDS church.","1"
"00;28;19;16","00;28;22;21","He had had two sonsthat were working his sawmill,","1"
"00;28;22;21","00;28;25;07","and they had gone up there in the wintertime.","1"
"00;28;25;07","00;28;30;17","Eventually, they decided they neededone more tree for, for an order.","1"
"00;28;30;17","00;28;33;22","And they went up thereand were kind of snow slide.","1"
"00;28;33;22","00;28;35;23","And both of themwere killed in the avalanche.","1"
"00;28;35;23","00;28;37;18","So the father devastated,","1"
"00;28;37;18","00;28;41;12","closed up the sawmill,and he never used the steam engine again.","1"
"00;28;42;14","00;28;46;07","And ElliotButterworth, knowing about that story","1"
"00;28;46;07","00;28;49;19","and knowing the importanceof that artifact, there was a group,","1"
"00;28;49;19","00;28;54;03","a gentleman, that went up to the localcanyon, brought back the steam engine.","1"
"00;28;54;03","00;28;58;03","Now, this was of the later earlier modelsthat did not have","1"
"00;28;58;03","00;28;59;08","the wheels on the bottom.","1"
"00;28;59;08","00;29;03;26","It was a stationary steam engine,so you had to have out loaded onto a wagon","1"
"00;29;03;26","00;29;08;04","and pulled by a number of mulesto move it.","1"
"00;29;08;04","00;29;10;28","Insteadof having the wheels attached to it.","1"
"00;29;10;28","00;29;13;28","So they went up and pulled it down hereand put it","1"
"00;29;15;01","00;29;18;10","not inside the building, but the buildingwas built over the top of it.","1"
"00;29;18;12","00;29;22;24","Announced the prized artifactfor the opening of the building in 1937.","1"
"00;29;23;20","00;29;28;05","So it has a long and importanthistory of contribution.","1"
"00;29;28;05","00;29;33;13","And we actually have a photograph herein the museum that shows that steam","1"
"00;29;33;13","00;29;36;22","engine out, cutting lumber, this","1"
"00;29;37;05","00;29;40;19","this wood museum,when individuals come in,","1"
"00;29;40;19","00;29;45;01","think it's a little cluttered,but each artifact has an amazing story.","1"
"00;29;45;16","00;29;49;21","And that amazing storytells the history of the state of Idaho","1"
"00;29;50;07","00;29;53;06","and those that build up the state here.","1"
"00;29;53;06","00;29;56;01","And it didn't start here.","1"
"00;29;56;01","00;29;59;11","They came across the United Statesfrom other areas.","1"
"00;29;59;11","00;30;03;28","And so it's an amazing opportunityto come in and see different","1"
"00;30;03;28","00;30;08;13","generations and their contributionto the building of Idaho and","1"
"00;30;09;12","00;30;13;06","and what our state holds, how important","1"
"00;30;13;06","00;30;17;17","the people that came herewere to our progress.","1"
"00;30;17;27","00;30;21;04","And building up such a wonderful statethat we enjoy today.","1"
"00;30;21;27","00;30;24;08","And so I, I just","1"
"00;30;24;08","00;30;27;05","I just shudderevery time I think of some of the stories","1"
"00;30;27;05","00;30;30;06","I've learnedand the artifacts are used in the building","1"
"00;30;30;29","00;30;34;02","and progressing through the stateand bringing","1"
"00;30;34;18","00;30;38;15","so many blessings that we have heretoday, it's just wonderful.","1"
"00;30;38;15","00;30;42;16","And I really encourage everyone to comesee some of these amazing things,","1"
"00;30;42;29","00;30;46;11","because there some of them are so unknownand we just have","1"
"00;30;47;17","00;30;52;06","such a great opportunityto go to museums and see unique artifacts","1"
"00;30;52;06","00;30;56;17","that can help, show us a different lifeand a different time.","1"
"00;30;56;28","00;30;58;19","And I appreciate the contribution","1"
"00;30;58;19","00;31;01;29","that was given to those individualsthat build it, that the state.","1"
"00;31;02;21","00;31;05;23","And that's whatthat's what we do in museums.","1"
"00;31;05;23","00;31;10;18","We look towards the futureto show future generations the importance","1"
"00;31;10;18","00;31;14;29","of contribution to our societyand our state and to America.","1"
"00;31;16;04","00;31;17;07","The Franklin Relic Home","1"
"00;31;17;07","00;31;22;11","Museum is very unique in that retrospect,","1"
"00;31;22;11","00;31;25;28","because Franklin did play a big partin Yellowstone history.","1"
"00;31;26;07","00;31;28;25","Hard to believe, I know, but it does.","1"
"00;31;28;25","00;31;33;01","One of the unique thingswe have here in the museum","1"
"00;31;33;01","00;31;36;01","is the","1"
"00;31;36;09","00;31;39;06","YellowstoneNational Park Transportation coach.","1"
"00;31;39;06","00;31;42;06","And that coach actually was usedwithin the park","1"
"00;31;42;26","00;31;45;26","and the,","1"
"00;31;45;29","00;31;49;17","the, the the way people travel to the park","1"
"00;31;50;08","00;31;53;14","on the through Idaho on the south.","1"
"00;31;54;04","00;31;57;13","And as they would travelthe old Yellowstone Highway","1"
"00;31;57;13","00;32;02;24","and then they would go up through Rexburgand Idaho Falls and up through Ashton.","1"
"00;32;03;14","00;32;07;22","And so early on, I had shared the story,","1"
"00;32;09;02","00;32;10;28","with visitors that come in the","1"
"00;32;10;28","00;32;13;25","the wonderhow in the world we have this item.","1"
"00;32;13;25","00;32;17;02","As one of the gentlemen that lived herein Franklin, he actually went up","1"
"00;32;17;02","00;32;21;20","to the park and drove coachand the coaches were very popular","1"
"00;32;22;22","00;32;23;25","in the early on.","1"
"00;32;23;25","00;32;25;21","You just have the coach pick you up","1"
"00;32;25;21","00;32;28;21","and then take you into the parkfor like a four day trip.","1"
"00;32;28;28","00;32;33;08","And each night you camp in the park and,and then you go out.","1"
"00;32;33;08","00;32;36;11","And then when the railroad got there,then you rode the railroad West","1"
"00;32;36;11","00;32;39;16","Yellowstone, and then they'd take youthrough the park on the coaches.","1"
"00;32;40;07","00;32;43;18","So each coach was numbered,and the Yellowstone","1"
"00;32;43;18","00;32;45;06","Transportation Company would do it.","1"
"00;32;45;06","00;32;48;28","Order from Abbott, Downingand the particular coach","1"
"00;32;48;28","00;32;52;21","we have on the Yellowstone number is 29.","1"
"00;32;52;21","00;32;55;24","So once they received their orders,they would number each coach","1"
"00;32;55;24","00;32;59;06","29 or off and on and on.","1"
"00;32;59;09","00;33;02;11","And so ours was used early on.","1"
"00;33;02;15","00;33;07;21","Ours was dated about 1903 to 1907,when it was built.","1"
"00;33;08;17","00;33;11;21","And the gentlemanthat drove coach up there,","1"
"00;33;11;21","00;33;15;05","he came homewith the invention of the automobile.","1"
"00;33;15;05","00;33;19;06","They banned coaches in the parkand all switched to the automobile.","1"
"00;33;19;26","00;33;23;05","And so they startedauctioning those coaches off,","1"
"00;33;23;05","00;33;26;11","and it went to a ranchthat was not too far from here.","1"
"00;33;26;26","00;33;29;24","And the gentlemanthat drove Coach in his later","1"
"00;33;29;24","00;33;33;05","years knew that that ranchwas going to auction off the coach.","1"
"00;33;33;05","00;33;36;23","And so we ended upgetting that coach at the auction.","1"
"00;33;37;11","00;33;40;24","And that is one of the artifactsthat is here in the museum.","1"
"00;33;41;28","00;33;44;04","It's quiteunique because there's not a lot of","1"
"00;33;44;04","00;33;47;13","original coaches left that were usedin Yellowstone National Park.","1"
"00;33;48;07","00;33;51;16","There's maybe only 20 of them,and there's it's","1"
"00;33;51;16","00;33;55;13","never had anythingany major work done on it.","1"
"00;33;55;13","00;33;58;13","Like a lot of them are,","1"
"00;33;58;16","00;34;01;18","working up there, with Rawhide Johnson","1"
"00;34;02;02","00;34;05;08","at the Cody Museum,we were able to get some original,","1"
"00;34;05;08","00;34;09;29","order forms of the coach,the numbering system that is on the body,","1"
"00;34;09;29","00;34;13;15","and he helped uspinpoint those dates for our coach.","1"
"00;34;13;29","00;34;16;23","So that's kind of a proud artifactwe have that","1"
"00;34;16;23","00;34;20;21","we know that was usedin the first National Park of America.","1"
"00;34;21;11","00;34;24;26","And we treasure that item","1"
"00;34;25;14","00;34;29;10","because as today,as we take our families through the park","1"
"00;34;29;21","00;34;32;21","and our cars and our comfort,we look at the coaches","1"
"00;34;33;06","00;34;34;28","and people were just as excited","1"
"00;34;34;28","00;34;38;08","then to travel through the parkand see the wonder since we are today.","1"
"00;34;38;20","00;34;41;27","And so it's a great opportunityto be able to show","1"
"00;34;43;06","00;34;44;18","individuals today what it","1"
"00;34;44;18","00;34;48;24","was like back then,but still share the side of being able","1"
"00;34;48;24","00;34;51;24","to travel through the parkand see those wonders that we have.","1"
"00;34;52;20","00;34;55;22","The official miningrecords are in the museum and,","1"
"00;34;55;28","00;35;01;27","you know, and the very first logging,I sorry, the very first mining records","1"
"00;35;01;27","00;35;07;16","that I saw were showed territoryof Washington County of Spokane","1"
"00;35;08;02","00;35;11;07","and, about two months later,","1"
"00;35;11;17","00;35;15;16","the it changed to territory of WashingtonCounty of Shoshone.","1"
"00;35;15;26","00;35;17;05","They form the own county","1"
"00;35;17;05","00;35;20;17","because of the number of people, menthat were coming into to mine.","1"
"00;35;21;00","00;35;25;29","And then, because of the distancethat, people in this area","1"
"00;35;25;29","00;35;31;08","had to go to the to,courthouse to the county, county seat.","1"
"00;35;31;17","00;35;37;06","They, were trying to create a new,a new, county.","1"
"00;35;37;06","00;35;42;13","And initially the ClearwaterCounty did not succeed in 1903,","1"
"00;35;42;13","00;35;46;22","but in 1904,this area was annexed to Nez Perce County.","1"
"00;35;47;09","00;35;49;03","And then in 1911,","1"
"00;35;50;23","00;35;53;02","Clearwater County was formed.","1"
"00;35;53;02","00;35;56;27","Pierce initially washad quite a large population,","1"
"00;35;57;08","00;36;00;10","and as the","1"
"00;36;01;01","00;36;04;24","Caucasian or white, miners left,the Chinese took over.","1"
"00;36;04;24","00;36;08;09","And at one time,the population here in Pierce was,","1"
"00;36;09;00","00;36;12;05","as far more Chinese than there werewhite, white people.","1"
"00;36;12;18","00;36;14;28","And,","1"
"00;36;14;28","00;36;16;29","then that that kind of settled down.","1"
"00;36;16;29","00;36;19;29","But then, like John said in the,","1"
"00;36;20;24","00;36;23;24","the when the loggers came in, it, it","1"
"00;36;24;07","00;36;26;29","it's never been a huge town again.","1"
"00;36;26;29","00;36;29;19","It's never gotten as big as it waswhen it was mining.","1"
"00;36;29;19","00;36;31;24","But it is,","1"
"00;36;31;24","00;36;33;27","right now it's about 500.","1"
"00;36;33;27","00;36;38;00","Headquarters was a booming townat one time.","1"
"00;36;38;00","00;36;41;10","And because of the logging,it was the major,","1"
"00;36;41;28","00;36;47;13","there were, the railroad went into, headquarters and,","1"
"00;36;49;23","00;36;50;08","there were a","1"
"00;36;50;08","00;36;53;24","lot of logging logging trucksthat they did.","1"
"00;36;54;03","00;36;59;01","They had, the river campsand the railroad camps","1"
"00;36;59;01","00;37;02;21","and then the logging, loggingtrucks would move logs,","1"
"00;37;03;03","00;37;06;25","down to, the railroad or down to","1"
"00;37;06;25","00;37;10;18","of where a flume was availableto get the logs into the river.","1"
"00;37;11;16","00;37;16;04","But right now, headquarters,there's very little in headquarters.","1"
"00;37;16;04","00;37;22;15","Now, when they shut down the logging,it had to do with modernizing, supposedly,","1"
"00;37;22;15","00;37;26;15","they went from the railroad, moving the,","1"
"00;37;26;21","00;37;30;18","the, logs by railto moving them with trucks.","1"
"00;37;31;07","00;37;34;17","And so they, apparently","1"
"00;37;34;28","00;37;39;04","the line that comes from or if,you know, up to headquarters,","1"
"00;37;39;04","00;37;42;14","the railroad line, there are, I believe,","1"
"00;37;42;18","00;37;45;18","42, trestles.","1"
"00;37;46;00","00;37;48;16","And so the maintenance of that, that,","1"
"00;37;48;16","00;37;52;08","track is veryit was very expensive to keep it going.","1"
"00;37;52;08","00;37;56;24","And apparently it was became cheaperto load","1"
"00;37;56;24","00;38;00;14","the logs, on trucks and move in that way.","1"
"00;38;00;22","00;38;01;12","Okay.","1"
"00;38;01;12","00;38;04;12","They're very much the same as,as any other area.","1"
"00;38;04;18","00;38;08;03","They're they're peoplejust trying to make a living and,","1"
"00;38;08;03","00;38;10;02","and, raise families. And,","1"
"00;38;11;04","00;38;11;24","so I'm","1"
"00;38;11;24","00;38;15;21","looking for the, their own niche in life.","1"
"00;38;15;21","00;38;17;10","And so it,","1"
"00;38;17;10","00;38;21;19","I think there's a special area,I really like living here,","1"
"00;38;22;04","00;38;25;01","but for me, it's it's","1"
"00;38;25;01","00;38;27;09","my beginnings I lived in.","1"
"00;38;27;09","00;38;28;28","Or if, you know, I was raised in or if,","1"
"00;38;28;28","00;38;31;23","you know, my father was superintendentState Hospital.","1"
"00;38;31;23","00;38;34;13","And so,","1"
"00;38;34;13","00;38;36;06","I wasn't really attached that much","1"
"00;38;36;06","00;38;39;06","to the logging industry, or to Pierce.","1"
"00;38;39;06","00;38;42;06","So I was more or,","1"
"00;38;43;03","00;38;44;11","or if, you know, with my center.","1"
"00;38;44;11","00;38;47;11","So, and state Hospital was I live","1"
"00;38;47;27","00;38;50;27","my father was requiredto live on the state hospital grounds.","1"
"00;38;51;16","00;38;55;25","So we lived up thereand so my world was considerably different","1"
"00;38;56;16","00;38;58;12","than a loggers life.","1"
"00;38;58;12","00;39;01;14","So Bob Allen","1"
"00;39;01;17","00;39;06;04","worked for Potlatch for decades,and he was interested in history.","1"
"00;39;06;04","00;39;10;11","And when a piece of,equipment became obsolete,","1"
"00;39;10;20","00;39;13;20","he would ask permission to tuck it away","1"
"00;39;13;21","00;39;17;00","and save it for, for a museum.","1"
"00;39;17;00","00;39;21;22","And so for many years,he collected a lot of old equipment. And,","1"
"00;39;22;23","00;39;26;24","in 1990, he actually opened the museum","1"
"00;39;27;07","00;39;30;07","and the, the first the cabin","1"
"00;39;30;07","00;39;33;07","that it's there is actually,","1"
"00;39;33;09","00;39;36;19","a cabin from, Clearwater Timber Protective Association.","1"
"00;39;36;19","00;39;40;02","They had a, a headquarters","1"
"00;39;40;02","00;39;43;02","near headquarters, and,","1"
"00;39;43;21","00;39;47;08","they moved that cabin first,and then they built the other smaller one.","1"
"00;39;47;25","00;39;51;29","And, storage the, shed,","1"
"00;39;54;04","00;39;55;02","to put things in.","1"
"00;39;55;02","00;39;58;15","And so he was, dedicated to","1"
"00;39;59;03","00;40;02;27","preserving the history of,of the logging of the process.","1"
"00;40;02;27","00;40;04;02","And so.","1"
"00;40;04;02","00;40;07;02","Well, it was a great experience,","1"
"00;40;07;14","00;40;10;14","and we lived through the best of it.","1"
"00;40;10;15","00;40;12;28","However, when I started working","1"
"00;40;12;28","00;40;16;00","here, there was all virgin timber.","1"
"00;40;16;11","00;40;19;11","It was a where I was working,","1"
"00;40;21;22","00;40;25;15","we built a railroad over into SchofieldCreek.","1"
"00;40;26;06","00;40;28;20","There was no roads in there","1"
"00;40;28;20","00;40;31;24","and it was all big cedar, pine.","1"
"00;40;31;25","00;40;34;06","And so if you read for","1"
"00;40;35;20","00;40;37;21","headquarters, it was","1"
"00;40;37;21","00;40;40;21","the main,","1"
"00;40;41;18","00;40;44;18","potlatch office.","1"
"00;40;44;21","00;40;46;18","And, Howard","1"
"00;40;46;18","00;40;50;09","Bradbury was a superintendentwhen I came here.","1"
"00;40;51;15","00;40;52;12","There was.","1"
"00;40;52;12","00;40;55;08","Oh, probably","1"
"00;40;55;08","00;40;58;01","4 to 500 men","1"
"00;40;58;01","00;40;58;17","working.","1"
"00;40;58;17","00;41;00;27","And sometimes","1"
"00;41;00;27","00;41;04;25","in the railroad campsand in, river camps.","1"
"00;41;05;23","00;41;08;01","I retired because they shut down","1"
"00;41;08;01","00;41;11;01","the jeep mill.","1"
"00;41;11;03","00;41;13;11","I retired because they shut down","1"
"00;41;13;11","00;41;16;11","the jeep mill","1"
"00;41;16;12","00;41;18;03","did. That caused a lot of.","1"
"00;41;18;03","00;41;21;03","Folks to quit working.","1"
"00;41;21;13","00;41;22;16","Not a lot.","1"
"00;41;22;16","00;41;25;11","Most of them were younger than me, and","1"
"00;41;25;11","00;41;28;10","I happened to be old enoughthat it didn't bother me.","1"
"00;41;29;11","00;41;32;24","One time I was following about a two footwhite pine","1"
"00;41;33;25","00;41;35;29","and,","1"
"00;41;35;29","00;41;38;29","it was there was eight feet of snow","1"
"00;41;39;04","00;41;41;07","and I was down in the whole course.","1"
"00;41;41;07","00;41;44;07","We had a shovel or shovel of snow,","1"
"00;41;44;13","00;41;47;19","and I wasn't watching what I was doing.","1"
"00;41;48;21","00;41;50;10","And I had my shoulder up","1"
"00;41;50;10","00;41;53;12","against the tree,and it was supposed to fall that way.","1"
"00;41;54;13","00;41;56;22","Well, I cut the corner off.","1"
"00;41;56;22","00;41;59;02","A tree kept pushing on my shoulder.","1"
"00;41;59;02","00;42;02;05","I looked up,it was coming right over the top of me","1"
"00;42;03;02","00;42;06;02","so I couldn't get out of the hole.","1"
"00;42;06;02","00;42;09;02","So all I could dois sit down with a stone.","1"
"00;42;09;08","00;42;10;28","That's what I did.","1"
"00;42;10;28","00;42;14;15","And that tree happened to be flat enough","1"
"00;42;15;14","00;42;18;03","that the snow held it up.","1"
"00;42;18;03","00;42;21;03","And it never touched me.","1"
"00;42;24;00","00;42;25;27","Another time","1"
"00;42;25;27","00;42;29;23","I was fallen a big white of fur.","1"
"00;42;30;07","00;42;32;17","And that was a real heavy tree.","1"
"00;42;32;17","00;42;34;15","And it wanted to go out that way.","1"
"00;42;34;15","00;42;36;24","I wanted to go that way.","1"
"00;42;36;24","00;42;41;07","And so I put my undercut in and startedjust subtle little ways.","1"
"00;42;41;20","00;42;44;03","And that tree broke off.","1"
"00;42;44;03","00;42;47;10","There's that much wood. And,","1"
"00;42;48;23","00;42;50;25","I knew it was going to balance in the air.","1"
"00;42;50;25","00;42;53;29","Or when it hit the ground,there was five foot of snow there.","1"
"00;42;54;24","00;42;56;18","And,","1"
"00;42;56;18","00;43;01;02","it, it did bounce in the air,and I, I couldn't run,","1"
"00;43;01;28","00;43;06;12","and I just got on my hands and kneesand crawled as fast as I could.","1"
"00;43;07;02","00;43;10;07","And that tree hit right behind my feet","1"
"00;43;11;00","00;43;13;18","and pushed me down the hill","1"
"00;43;13;18","00;43;16;17","and covered me with snow.","1"
"00;43;16;21","00;43;19;25","We, sometime work six days a week,","1"
"00;43;20;23","00;43;22;26","year round.","1"
"00;43;22;26","00;43;25;26","Mud, snow, whatever.","1"
"00;43;26;06","00;43;28;05","There was a lot of them.","1"
"00;43;28;05","00;43;31;12","There were Swedes, Norwegians, Bohemians,","1"
"00;43;32;20","00;43;36;18","Danes, and probably ever country in Europe","1"
"00;43;37;23","00;43;40;22","and people working there.","1"
"00;43;40;22","00;43;44;00","They they came from mostly from Minnesota.","1"
"00;43;44;18","00;43;47;18","When the logging stopped there,they came out here","1"
"00;43;48;08","00;43;52;02","most of those old fellowsdidn't have a Social Security card.","1"
"00;43;52;29","00;43;55;25","So when they got to a certain age","1"
"00;43;57;04","00;43;57;16","where they","1"
"00;43;57;16","00;44;00;19","couldn't produce any more,they had to retire.","1"
"00;44;01;03","00;44;03;06","There was nothing to retire on.","1"
"00;44;03;06","00;44;06;16","And Howard Bradbury would work with them","1"
"00;44;07;03","00;44;10;08","and get people in the old country","1"
"00;44;10;29","00;44;13;29","to verify their age and give them a card.","1"
"00;44;14;06","00;44;17;16","Oh, if he couldn't get them a card, no way","1"
"00;44;18;21","00;44;21;03","he would hire them in the summertime","1"
"00;44;21;03","00;44;24;03","to work on the building and headquarters.","1"
"00;44;24;08","00;44;27;11","And, they would wash","1"
"00;44;27;11","00;44;30;11","windows,whatever needed to be done in town.","1"
"00;44;31;04","00;44;35;06","And that way they could buy their stuffand a beer once in a while.","1"
"00;44;35;06","00;44;39;15","When they lived in Greer and the old folkshome, Mr.","1"
"00;44;39;15","00;44;42;15","Bradbury was a fine gentleman.","1"
"00;44;42;15","00;44;45;15","He probably no more men.","1"
"00;44;45;15","00;44;46;19","He was Karen Hughes.","1"
"00;44;46;19","00;44;49;19","He was a these people,","1"
"00;44;51;05","00;44;53;16","I know of that.","1"
"00;44;53;16","00;44;55;10","He was willing to talk","1"
"00;44;55;10","00;44;59;01","to anybody for a few minutes. Oh, I mean.","1"
"00;45;02;27","00;45;03;12","Time.","1"
"00;45;03;12","00;45;06;12","But he was a great man.","1"
"00;45;06;27","00;45;09;27","He took care of things in town.","1"
"00;45;10;12","00;45;15;16","Plus, he was overall the railroad camps, the river camps,","1"
"00;45;16;01","00;45;18;18","and he had a foreman at each camp.","1"
"00;45;18;18","00;45;22;12","And between him and the foreman,they decided","1"
"00;45;22;25","00;45;25;25","what they would do.","1"
"00;45;26;02","00;45;29;23","Well, we were hooked on to a a treelength.","1"
"00;45;30;09","00;45;33;08","We'd cut itas far as we could on both sides","1"
"00;45;33;08","00;45;37;26","with the bar we had,and we hooked on to it","1"
"00;45;38;20","00;45;42;14","and pulled up streamand it wouldn't break off.","1"
"00;45;43;08","00;45;46;08","And then we drifted downand it pulled again.","1"
"00;45;46;23","00;45;48;14","It wouldn't break off.","1"
"00;45;48;14","00;45;51;14","And then I seen we was in trouble.","1"
"00;45;51;20","00;45;56;06","So I, I had an ax right by my handso I could cut the rope.","1"
"00;45;56;24","00;46;01;21","And I reached for the ax, and the waterhit me right in the chest,","1"
"00;46;02;11","00;46;06;02","and we went to the bottomand crashed like an eggshell.","1"
"00;46;06;27","00;46;10;23","There was 4 or 5 of us in the boat, and,","1"
"00;46;11;28","00;46;12;29","I was one of them.","1"
"00;46;12;29","00;46;15;29","And I got in the current","1"
"00;46;16;06","00;46;19;06","and went down under the water.","1"
"00;46;19;08","00;46;22;08","When I come up,I was in the middle of the river","1"
"00;46;22;25","00;46;25;17","and, I went down in the river","1"
"00;46;25;17","00;46;28;17","two and a half to three miles","1"
"00;46;28;24","00;46;32;11","and, finally the river spit me out.","1"
"00;46;32;25","00;46;35;25","I actually walked out of the river","1"
"00;46;36;15","00;46;39;18","when I got to out of the river,","1"
"00;46;40;05","00;46;43;11","I sat down on a stumpand I had a pocket watch.","1"
"00;46;43;26","00;46;48;16","I dumped the water out of itand it said there was a difference","1"
"00;46;48;16","00;46;52;20","of 45 minutesbetween when we went down and.","1"
"00;46;53;14","00;46;57;07","And I got the water out of it,you know, coming down the river.","1"
"00;46;57;07","00;46;59;12","I had no control.","1"
"00;46;59;12","00;47;03;04","I went through some pretty heavy riffles.","1"
"00;47;03;29","00;47;06;28","I finally caught a little log,","1"
"00;47;07;02","00;47;11;15","and and that kind of broke the wavesas it went through them.","1"
"00;47;12;11","00;47;13;01","And,","1"
"00;47;14;12","00;47;17;12","I got down almost to salmon Crick","1"
"00;47;17;21","00;47;23;13","and, a cameraman was with us,and he had three cameras","1"
"00;47;23;13","00;47;27;27","around in his neck, and they were windingup, and he was trying to get them loose.","1"
"00;47;27;27","00;47;30;08","And I said, can you grab this log?","1"
"00;47;30;08","00;47;32;29","It was only six feet from me.","1"
"00;47;32;29","00;47;34;14","And he said, no, I can't do it.","1"
"00;47;34;14","00;47;37;19","And he went down and the river","1"
"00;47;37;19","00;47;40;18","spit him out there in an eddy.","1"
"00;47;41;01","00;47;44;01","And, he got out.","1"
"00;47;44;02","00;47;44;23","Used to.","1"
"00;47;44;23","00;47;47;29","We used cats and,","1"
